,customer_id,date,revenue
110,37,2025-12-17,627.0125546575715
111,38,2025-12-30,418.15257829576086
112,39,2025-02-24,398.28078294546094
113,39,2025-03-26,551.6669308648122
114,39,2025-06-24,420.0889429174735
115,40,2025-09-01,483.5464341950304
116,40,2025-10-01,496.7246729784002
117,40,2025-11-30,445.6575228866235
118,40,2025-12-30,428.7154217322836
119,41,2025-11-16,510.64302276918966
120,41,2025-12-16,528.9842264168468
121,42,2025-05-11,474.5178731627635
122,42,2025-06-10,447.5479733720226
123,42,2025-09-08,548.9374561227918
124,42,2025-10-08,377.7872191108055
125,42,2025-11-07,571.2998430172388
126,43,2025-11-03,463.903383418092
127,43,2025-12-03,615.9329803364249
128,44,2025-05-15,532.6133022242118
129,44,2025-06-14,374.8886423614697
130,44,2025-07-14,592.4027019206901
131,45,2025-01-21,481.50978635570107
132,45,2025-02-20,511.422764866204
133,45,2025-03-22,515.0301761461877
134,45,2025-04-21,463.63877877861444
135,46,2025-11-25,494.30543762789324
136,46,2025-12-25,501.8433933065393
137,47,2025-06-16,534.7581705361671
138,47,2025-08-15,337.0407014023673
139,48,2025-10-01,555.1863655309501
140,48,2025-10-31,666.5474444462577
141,48,2025-11-30,601.437006501813
142,48,2025-12-30,315.9125768668355
143,49,2025-03-30,372.0423033264299
144,49,2025-05-29,356.5635032841154
145,50,2025-11-12,558.1022009865985
146,50,2025-12-12,405.06011111680573
147,51,2025-01-14,763.2382064837391
148,51,2025-02-13,344.2047682323332
149,51,2025-03-15,459.9618639816682
150,51,2025-04-14,549.9737620112111
151,51,2025-05-14,553.2595109370551
152,52,2025-08-30,517.7701000933254
153,52,2025-10-29,366.46556412898985
154,52,2025-11-28,538.0197851005963
155,52,2025-12-28,561.0585745283823
156,53,2025-09-22,542.9618219132586
157,53,2025-12-21,520.7687687163111
158,54,2025-12-12,544.6639731517085
159,55,2025-02-22,478.67276240342085
160,55,2025-03-24,603.1844539468635
161,55,2025-04-23,351.44396269630283
162,55,2025-05-23,526.7050265869259
163,55,2025-09-20,588.9630795623438
164,55,2025-10-20,508.2283989275424
165,55,2025-11-19,606.5480375065351
166,55,2025-12-19,448.2711549899628
167,56,2025-12-06,640.9347440185579
168,57,2025-04-02,399.5859233247932
169,57,2025-05-02,423.2202434895872
170,58,2025-09-21,496.5315112613219
171,59,2025-02-04,523.421473253652
172,59,2025-03-06,343.0039662342657
173,59,2025-04-05,507.39629640735683
174,59,2025-05-05,448.2466349091776
175,59,2025-06-04,440.1075603440664
176,60,2025-07-25,579.5906504847474
177,60,2025-11-22,604.85309385076
178,60,2025-12-22,534.3618589535217
179,61,2025-03-22,462.34473489777344
180,61,2025-04-21,463.74649749006375
181,61,2025-05-21,558.380037615629
182,62,2025-02-19,151.9191171239916
183,62,2025-03-21,412.97767578564884
184,62,2025-04-20,620.5628077952837
185,62,2025-05-20,534.3135051016874
186,62,2025-08-18,632.3874803787213
187,62,2025-09-17,386.8183857867304
188,62,2025-10-17,336.06037323359436
189,63,2025-12-26,546.254855264754
190,64,2025-01-02,431.0459678919634
191,64,2025-02-01,549.4955517561525
192,64,2025-03-03,541.8252554786001
193,65,2025-02-23,540.0412029238437
194,65,2025-03-25,502.4642098428584
195,66,2025-04-16,508.995614812679
196,66,2025-05-16,481.3627605636908
197,66,2025-07-15,459.5334176692954
198,66,2025-10-13,463.70427210312926
199,66,2025-11-12,517.4639269367829
200,67,2025-09-17,536.7102266788067
201,67,2025-10-17,447.4194612687043
202,67,2025-11-16,486.8961593001004
203,67,2025-12-16,296.4759759374496
204,68,2025-11-06,564.8636334720961
205,68,2025-12-06,598.7308899256625
206,69,2025-07-10,477.75872215444343
207,69,2025-08-09,385.3041371266561
208,70,2025-08-06,507.4206213800155
209,70,2025-09-05,477.0597397269648
210,70,2025-11-04,595.0502755282625
211,70,2025-12-04,465.7024171697371
212,71,2025-02-13,432.360769794073
213,71,2025-05-14,680.0940432910816
214,71,2025-06-13,495.9842049355657
215,71,2025-07-13,356.9224897881952
216,71,2025-08-12,512.8104414910789
217,71,2025-09-11,431.89483425251194
218,72,2025-06-11,537.2131391093161
219,72,2025-07-11,547.8872163931836
220,72,2025-08-10,497.58230229018704
221,72,2025-09-09,442.8995280360427
222,73,2025-07-21,740.2026281835456
223,73,2025-08-20,497.73969105551805
224,74,2025-09-27,473.0813868318611
225,74,2025-10-27,491.3861554516636
226,74,2025-11-26,482.0988032882515
227,75,2025-12-17,426.8122914369783
228,76,2025-10-31,681.1980124134872
229,76,2025-12-30,535.7925728691769
230,77,2025-09-28,540.1343627024789
231,77,2025-10-28,718.2507024177087
232,77,2025-11-27,463.047838317777
233,77,2025-12-27,520.4549396090746
234,78,2025-08-03,552.2835488035499
235,78,2025-10-02,442.6299996061421
236,79,2025-09-09,449.7744283805876
237,79,2025-12-08,521.1594970380394
238,80,2025-07-09,609.1046102164668
239,81,2025-10-23,488.9266570919304
240,81,2025-11-22,343.81931386045284
241,81,2025-12-22,700.1737102530135
242,82,2025-08-01,540.1625505491473
243,82,2025-08-31,431.4389718918192
244,82,2025-09-30,532.3800127605946
245,82,2025-10-30,470.851002100651
246,82,2025-11-29,334.9508789962238
247,82,2025-12-29,494.95771482785125
248,83,2025-07-27,453.2298798688109
249,83,2025-08-26,534.6503881730716
250,83,2025-10-25,495.3079421120816
251,83,2025-11-24,547.7040827223121
252,83,2025-12-24,507.68218910602553
253,84,2025-08-25,371.70077758114303
254,84,2025-10-24,584.7079009985034
255,84,2025-11-23,622.250091488688
256,84,2025-12-23,621.4509285305348
257,85,2025-12-04,491.0477389752094
258,86,2025-02-22,486.90840272302506
259,86,2025-03-24,396.5045135467867
260,87,2025-10-07,591.6327674702482
261,87,2025-11-06,534.6488475897993
262,87,2025-12-06,599.8010109859653
263,88,2025-08-05,210.3744621806311
264,88,2025-09-04,527.6569152594927
265,88,2025-11-03,434.92864626549107
266,89,2025-09-09,596.296552911413
267,89,2025-10-09,530.7620755451052
268,89,2025-11-08,455.1079172390204
269,89,2025-12-08,506.74985358750087
270,90,2025-07-07,600.5142573278018
271,90,2025-08-06,474.761995653555
272,90,2025-11-04,534.0600019099859
273,90,2025-12-04,643.5181549190052
274,91,2025-02-10,400.86076505436927
275,91,2025-04-11,284.6609886396285
276,91,2025-06-10,436.10382523104977
277,91,2025-08-09,367.69102065925017
278,91,2025-09-08,664.2015160136369
279,91,2025-10-08,600.9817089342635
280,92,2025-06-06,638.4272818510518
281,92,2025-07-06,556.3909120052359
282,92,2025-08-05,559.4754341665285
283,92,2025-09-04,585.3415558780308
284,92,2025-10-04,575.8928589786765
285,93,2025-01-15,528.1191423969376
286,93,2025-02-14,330.70431858046146
287,93,2025-03-16,490.166037320525
288,94,2025-10-28,439.6676434778288
289,94,2025-11-27,341.3188284404911
290,94,2025-12-27,486.57318966424896
291,95,2025-03-06,484.077612190329
292,95,2025-04-05,547.1961333246609
293,95,2025-05-05,513.9215408644903
294,95,2025-10-02,620.6153395670592
295,96,2025-12-11,538.3971552546863
296,97,2025-11-23,470.5050321707972
297,97,2025-12-23,624.7742072673734
298,98,2025-01-09,563.3776880932098
299,98,2025-02-08,541.3799097451498
300,98,2025-03-10,481.4712341122292
301,99,2025-12-10,487.0179300266574
302,100,2025-05-09,556.8983079185275
303,100,2025-06-08,662.8396623128538
304,100,2025-08-07,462.0872259012513
305,100,2025-09-06,479.64196398976384
306,101,2025-05-16,503.4083468259226
307,101,2025-06-15,423.0026768941358
308,101,2025-07-15,523.3785911790748
309,102,2025-03-04,344.4104353796373
310,102,2025-08-31,516.9360824036078
311,102,2025-09-30,358.628550309502
312,102,2025-10-30,488.87739386513
313,102,2025-11-29,409.609235853521
314,103,2025-05-19,519.2049116490032
315,103,2025-06-18,469.0883535797499
316,103,2025-07-18,513.3540904782283
317,103,2025-08-17,484.7530163619456
318,103,2025-09-16,570.810867668859
319,103,2025-10-16,595.6702316794584
320,104,2025-03-22,421.40105394920505
321,105,2025-06-12,366.8767046442222
322,105,2025-07-12,538.8578604530965
323,105,2025-08-11,749.299951743279
324,106,2025-10-16,526.7392314071903
325,106,2025-11-15,532.1697806196014
326,106,2025-12-15,433.1909546356951
327,107,2025-09-18,599.2042349536523
328,107,2025-10-18,502.81811573691283
329,108,2025-08-19,499.08810033557967
330,108,2025-10-18,462.82870967070994
331,108,2025-11-17,400.76867339639057
332,108,2025-12-17,550.77576703115
333,109,2025-02-10,505.3988418445793
334,109,2025-03-12,431.1333245037057
335,109,2025-04-11,493.73430437975554
336,109,2025-07-10,443.6350972573657
337,110,2025-01-28,458.90688437008157
338,110,2025-02-27,501.5686713795602
339,111,2025-05-15,427.1268318625597
340,111,2025-07-14,442.34895992732805
341,111,2025-08-13,240.895770785509
342,111,2025-09-12,445.37555517475175
343,111,2025-10-12,539.1804005402546
344,111,2025-11-11,352.10884312258713
345,111,2025-12-11,518.3359919779156
346,112,2025-07-20,498.4690150827004
347,113,2025-11-24,557.9291499601088
348,113,2025-12-24,380.6940045089764
349,114,2025-09-25,495.9911487343447
350,114,2025-10-25,614.2326454538352
351,114,2025-11-24,387.9177634479613
352,114,2025-12-24,340.0863513552987
353,115,2025-02-02,459.3276916953416
354,115,2025-03-04,641.0568005005159
355,116,2025-02-17,621.4479133907347
356,116,2025-03-19,463.46784486878914
357,116,2025-07-17,518.4680305864908
358,116,2025-08-16,365.2873710470303
359,117,2025-03-03,402.8385961489348
360,117,2025-04-02,560.7131100783619
361,117,2025-07-31,631.1158886318105
362,117,2025-08-30,374.7410987634504
363,118,2025-08-04,449.7537513089383
364,118,2025-09-03,505.70131248970847
365,118,2025-10-03,526.8592278863257
366,118,2025-11-02,652.8468426412531
367,119,2025-10-20,550.7835756289624
368,119,2025-11-19,326.22702449487076
369,119,2025-12-19,305.2116486678837
370,120,2025-04-09,475.13088738164527
371,120,2025-07-08,660.7345576019993
372,120,2025-08-07,549.0974951638251
373,120,2025-09-06,573.4877786049817
374,121,2025-06-21,581.2689425643996
375,121,2025-08-20,557.791051379151
376,121,2025-09-19,503.04788502656646
377,121,2025-10-19,350.80638535286255
378,122,2025-12-26,575.3341621104532
379,123,2025-08-02,538.1158384882777
380,123,2025-09-01,441.9476550195277
381,123,2025-11-30,558.8578404420609
382,123,2025-12-30,666.9904504351406
383,124,2025-02-04,539.4671529822981
384,124,2025-03-06,421.510168691776
385,124,2025-04-05,564.8280433843859
386,125,2025-08-15,558.9056947405868
387,125,2025-09-14,533.8720502869635
388,125,2025-10-14,330.11508001963546
389,125,2025-11-13,645.7195759956246
390,126,2025-04-11,444.81418541075533
391,126,2025-05-11,755.8199285668252
392,126,2025-07-10,443.57524013426115
393,127,2025-05-11,518.4551303197037
394,127,2025-06-10,222.64371370865518
395,127,2025-07-10,580.0936639629463
396,127,2025-08-09,456.82042113597936
397,127,2025-09-08,411.39575456683264
398,127,2025-10-08,415.67393957062575
399,127,2025-11-07,486.4757104367969
400,128,2025-09-14,462.7793223928947
401,128,2025-11-13,608.8748619704186
402,128,2025-12-13,688.4586305934608
403,129,2025-01-05,654.324352827219
404,129,2025-02-04,310.4035158692711
405,129,2025-04-05,517.0298362162395
406,130,2025-08-06,497.2485094949364
407,130,2025-09-05,677.2251596669744
408,130,2025-10-05,666.125921454787
409,130,2025-11-04,454.2903743413728
410,130,2025-12-04,439.77879396382195
411,131,2025-09-12,546.8774256075023
412,131,2025-10-12,412.2017413243439
413,131,2025-11-11,417.311964596014
414,131,2025-12-11,477.3521108098473
415,132,2025-12-25,536.7365506816178
416,133,2025-10-10,257.5759739727058
417,134,2025-07-26,588.404539636105
418,134,2025-11-23,588.4606789862693
419,134,2025-12-23,408.0819861279283
420,135,2025-01-15,470.4458759853451
421,135,2025-02-14,515.2315513576624
422,135,2025-06-14,537.9482057165508
423,135,2025-07-14,681.1504812593516
424,136,2025-12-12,543.6559804157667
425,137,2025-02-11,590.3934841086195
426,137,2025-04-12,532.307927311603
427,137,2025-05-12,474.76464978737124
428,137,2025-06-11,470.8188731084456
429,137,2025-07-11,343.6809191303343
430,138,2025-06-28,603.8388755734611
431,138,2025-07-28,550.5424093216699
432,138,2025-11-25,630.9472896350712
433,139,2025-03-04,443.18576701656656
434,139,2025-04-03,466.5224667893459
435,139,2025-05-03,459.6351536758003
436,139,2025-06-02,404.4877420650647
437,140,2025-12-18,542.3599065593461
438,141,2025-08-19,679.2922591330873
439,141,2025-09-18,522.3955278089735
440,141,2025-10-18,419.4628172949656
441,141,2025-11-17,559.6442339560671
442,141,2025-12-17,527.0974538846193
443,142,2025-08-29,530.4192919553421
444,142,2025-09-28,554.5817174562015
445,142,2025-10-28,416.01191034892645
446,142,2025-11-27,443.4715223600918
447,142,2025-12-27,458.92913408975835
448,143,2025-02-21,459.7933255483329
449,143,2025-04-22,552.4264677643168
450,143,2025-07-21,449.0804759514536
451,143,2025-08-20,577.7531240814944
452,143,2025-09-19,637.5866173183956
453,144,2025-04-06,601.2546001053837
454,144,2025-05-06,527.2697793529935
455,144,2025-06-05,565.0381788721269
456,145,2025-08-10,481.24658799451265
457,145,2025-09-09,405.74346085569346
458,145,2025-10-09,477.81390962046936
459,146,2025-08-19,542.1684468264444
460,146,2025-10-18,536.7287313401341
461,146,2025-11-17,683.8183676795122
462,146,2025-12-17,477.6534017628148
463,147,2025-08-25,465.06832038818027
464,148,2025-05-23,489.55507814625287
465,148,2025-06-22,483.1178276809989
466,148,2025-07-22,507.0052163113181
467,148,2025-08-21,616.187830260819
468,149,2025-06-20,229.6767707000763
469,149,2025-07-20,567.7875319530908
470,149,2025-08-19,434.5924316872576
471,150,2025-01-29,316.9367103143543
472,150,2025-02-28,489.44699479976924
473,150,2025-04-29,481.5643349282904
474,150,2025-05-29,456.0411288968226
475,150,2025-06-28,279.22490836174313
476,150,2025-07-28,477.98053729920423
477,150,2025-08-27,293.21452735640077
478,151,2025-02-05,608.4479583073071
479,151,2025-03-07,442.2469906492446
480,151,2025-04-06,548.014613622237
481,152,2025-01-13,773.0867233223568
482,152,2025-02-12,583.1349267063255
483,152,2025-03-14,481.8521670420804
484,152,2025-04-13,577.2021562003423
485,153,2025-06-09,653.132374457947
486,153,2025-07-09,416.7706116881827
487,153,2025-08-08,279.0848380911299
488,153,2025-09-07,411.18521042726235
489,153,2025-12-06,469.3118851312627
490,154,2025-11-23,516.8654671966727
491,154,2025-12-23,544.1940649569409
492,155,2025-07-06,385.6273792679338
493,155,2025-12-03,510.85597057765233
494,156,2025-08-31,487.1462488561069
495,157,2025-03-27,311.8150954502361
496,157,2025-04-26,626.5707840864701
497,158,2025-10-11,413.3825151785499
498,158,2025-12-10,552.8068367746234
499,159,2025-03-07,548.8691952709219
500,159,2025-07-05,504.95785204847067
501,159,2025-08-04,483.8655788348206
502,159,2025-09-03,358.7331581828973
503,159,2025-10-03,621.3316409185642
504,159,2025-11-02,484.9394080563157
505,160,2025-06-19,428.6246143729349
506,160,2025-08-18,554.62842480037
507,160,2025-10-17,500.64222698109376
508,160,2025-12-16,456.36141094734313
509,161,2025-02-14,489.0390196074169
510,162,2025-03-03,556.0919447941238
511,162,2025-04-02,470.45196819708394
512,163,2025-05-14,552.895793639252
513,163,2025-06-13,296.10387229945843
514,163,2025-07-13,518.3300212104994
515,164,2025-10-11,381.9707060410106
516,164,2025-11-10,373.8545166344891
517,164,2025-12-10,413.4960773651007
518,165,2025-01-28,764.4343347017035
519,165,2025-02-27,349.7029671604847
520,165,2025-03-29,525.3739661494574
521,165,2025-04-28,546.7693171765433
522,165,2025-05-28,608.5786324939347
523,166,2025-04-18,509.79831534708956
524,166,2025-05-18,537.7100393902186
525,166,2025-08-16,497.0737186315022
526,167,2025-02-13,555.5604466003449
527,167,2025-04-14,508.9580681255249
528,167,2025-05-14,480.2661579692674
529,167,2025-06-13,484.87267163464884
530,167,2025-07-13,480.5091719647319
531,168,2025-12-06,613.3770096867065
532,169,2025-10-13,422.7122332176391
533,169,2025-11-12,540.7052287124535
534,169,2025-12-12,402.8343265458714
535,170,2025-11-27,362.03818352110693
536,170,2025-12-27,446.43866615745884
537,171,2025-05-08,585.6617104625677
538,172,2025-12-14,535.1448207541583
539,173,2025-08-19,607.0150238316428
540,173,2025-09-18,432.48217250256187
541,174,2025-07-09,485.54813292844824
542,174,2025-09-07,503.0190787210155
543,175,2025-08-13,560.860744235674
544,175,2025-11-11,483.86356269904695
545,176,2025-10-10,429.04277070467754
546,176,2025-12-09,472.16088291890213
547,177,2025-05-01,563.3361314843653
548,177,2025-05-31,389.4646682447208
549,177,2025-06-30,578.218260795576
550,177,2025-12-27,584.3372622157059
551,178,2025-04-26,555.9449075995037
552,178,2025-05-26,447.59116020654074
553,178,2025-07-25,515.2354872033721
554,178,2025-08-24,417.75800676177994
555,179,2025-08-21,612.1030667324471
556,180,2025-09-16,467.21052834870824
557,181,2025-12-25,515.5190683858979
558,182,2025-07-17,526.2561329001925
559,182,2025-08-16,519.3589911367544
560,182,2025-10-15,585.0897962167973
561,183,2025-05-17,486.26282116006035
562,183,2025-06-16,642.274813609994
563,183,2025-07-16,592.6215402241593
564,184,2025-11-14,596.539748459117
565,185,2025-06-14,623.6130721806218
566,185,2025-07-14,355.85179383902226
567,185,2025-08-13,479.05474343509246
568,185,2025-09-12,359.5435742930358
569,185,2025-10-12,358.3502364920532
570,185,2025-11-11,623.5121821948528
571,186,2025-08-13,467.99080190556094
572,186,2025-09-12,627.4591875293515
573,186,2025-11-11,581.0062304052691
574,186,2025-12-11,607.5175935668458
575,187,2025-11-03,363.12954564403316
576,187,2025-12-03,504.09191753957214
577,188,2025-08-22,399.78125442185274
578,188,2025-09-21,477.14000846599816
579,188,2025-10-21,400.56506253914876
580,189,2025-06-21,543.8475738809727
581,189,2025-07-21,501.96166576939896
582,189,2025-08-20,567.286123596682
583,189,2025-09-19,559.1814133741378
584,189,2025-10-19,464.5959289058976
585,190,2025-06-01,442.6398227103099
586,191,2025-11-11,567.0219897277339
587,191,2025-12-11,567.6966387339537
588,192,2025-06-09,553.7090833061144
589,192,2025-07-09,505.1626376711208
590,192,2025-08-08,479.42724091720265
591,192,2025-11-06,434.99833313295466
592,193,2025-04-06,539.3269223470222
593,193,2025-05-06,641.299475562683
594,194,2025-08-21,598.7334516589102
595,194,2025-09-20,492.4048976357477
596,194,2025-10-20,468.0152476745156
597,194,2025-11-19,515.175799224874
598,195,2025-06-29,339.23389728819416
599,195,2025-07-29,518.4740578895725
600,196,2025-04-23,479.9250836447136
601,196,2025-06-22,376.7857670185167
602,196,2025-09-20,544.7861747751793
603,197,2025-11-14,537.1094051313922
604,197,2025-12-14,340.18756481162524
605,198,2025-02-21,546.2172666081943
606,198,2025-04-22,680.4348109786742
607,198,2025-05-22,480.90962082727015
608,199,2025-09-25,374.95922660302824
609,199,2025-12-24,560.4515326355366
610,200,2025-10-22,420.3829295306255
611,200,2025-11-21,533.8993685309247
612,200,2025-12-21,424.2007777481326
613,201,2025-04-23,343.36502670359073
614,201,2025-05-23,524.7511916576204
615,201,2025-06-22,515.0405438176164
616,202,2025-04-11,347.3729003277788
617,202,2025-05-11,503.25755774085616
618,202,2025-07-10,521.3903868201481
619,202,2025-08-09,481.05863290184504
620,202,2025-10-08,345.9752367968923
621,203,2025-04-23,698.3386234851712
622,203,2025-05-23,444.92788043044885
623,203,2025-06-22,397.37803612549726
624,203,2025-07-22,463.37684606817385
625,203,2025-08-21,544.3880230217436
626,204,2025-03-22,626.5629535585631
627,204,2025-04-21,463.1204063322165
628,205,2025-07-06,569.0236800380272
629,205,2025-08-05,244.16316167428977
630,205,2025-09-04,426.848659610367
631,205,2025-11-03,397.6804488681706
632,205,2025-12-03,397.00653290942535
633,206,2025-04-23,425.09685290449045
634,207,2025-01-02,508.5318142565024
635,207,2025-02-01,419.1734278359074
636,207,2025-05-02,416.95555934434344
637,207,2025-06-01,552.2514105265758
638,207,2025-07-01,541.8398220888683
639,207,2025-07-31,640.159859294643
640,208,2025-05-10,605.1947617722918
641,208,2025-06-09,400.1939372685587
642,209,2025-08-08,467.93323744428085
643,209,2025-09-07,679.5211355912322
644,209,2025-10-07,523.0070759191402
645,210,2025-02-23,549.7743089091394
646,210,2025-03-25,569.5537757565778
647,210,2025-04-24,584.9102110743144
648,210,2025-05-24,470.60330523358175
649,210,2025-06-23,492.8400748141933
650,211,2025-12-09,493.9711008608388
651,212,2025-08-12,545.4795169642381
652,212,2025-11-10,284.6657080128756
653,212,2025-12-10,609.7152711753696
654,213,2025-08-13,568.3569323200478
655,213,2025-09-12,363.4044288799466
656,213,2025-10-12,621.19439853864
657,214,2025-05-06,526.1250531233856
658,214,2025-06-05,322.376476710168
659,215,2025-05-10,540.8652811480671
660,215,2025-06-09,484.4101822063333
661,215,2025-07-09,445.1712703509399
662,215,2025-08-08,516.0018225852788
663,216,2025-02-22,550.1782736167545
664,216,2025-03-24,534.3787881549886
665,216,2025-04-23,495.1347648429549
666,216,2025-05-23,503.27969954115866
667,217,2025-06-21,424.1504665299931
668,217,2025-07-21,491.6562030209639
669,217,2025-08-20,355.035478030147
670,218,2025-08-06,519.7327262595211
671,218,2025-09-05,418.7272043081568
672,218,2025-10-05,649.8582572011868
673,218,2025-11-04,624.7756834076215
674,219,2025-06-09,618.9911397241168
675,219,2025-07-09,601.3675740543863
676,220,2025-07-17,478.5089644849922
677,220,2025-09-15,527.6793449325288
678,220,2025-10-15,666.4317098124635
679,220,2025-11-14,572.4723857894259
680,221,2025-09-04,489.02304961838576
681,221,2025-10-04,549.7485257305658
682,221,2025-11-03,461.46166724747843
683,222,2025-11-20,542.0452477247559
684,222,2025-12-20,531.6540326608632
685,223,2025-07-22,518.9660877063421
686,223,2025-08-21,449.7025229448657
687,223,2025-09-20,526.348721533106
688,224,2025-07-03,493.28217099506446
689,224,2025-08-02,428.4240010889248
690,224,2025-09-01,568.205206571262
691,224,2025-10-01,648.7246155335927
692,225,2025-05-03,481.4959277339196
693,225,2025-08-31,438.04443249783156
694,225,2025-09-30,515.3831916078257
695,225,2025-10-30,576.6467368111596
696,226,2025-09-12,583.0709850496089
697,226,2025-11-11,398.2676092202595
698,226,2025-12-11,338.4633548723274
699,227,2025-10-21,296.4469157182127
700,227,2025-11-20,430.9613373861324
701,227,2025-12-20,500.40930076754563
702,228,2025-10-07,430.07617827148727
703,228,2025-11-06,450.7641926006487
704,228,2025-12-06,554.2704397976725
705,229,2025-11-21,396.11402102131194
706,229,2025-12-21,794.9094425308725
707,230,2025-04-08,624.4679580736787
708,230,2025-06-07,517.5211418908513
709,230,2025-07-07,798.525900260341
710,230,2025-08-06,536.7481665474304
711,230,2025-09-05,468.6470313827602
712,231,2025-07-17,511.2104946824517
713,231,2025-08-16,674.4639173258681
714,231,2025-10-15,471.8980352728414
715,231,2025-11-14,542.4966116247546
716,231,2025-12-14,422.03437195392905
717,232,2025-08-28,471.21069935587053
718,232,2025-09-27,511.25507150082285
719,232,2025-10-27,544.5035864116189
720,232,2025-11-26,290.7892770374776
721,233,2025-05-24,641.2834056769892
722,233,2025-06-23,410.4653677636976
723,233,2025-10-21,459.18991608397795
724,233,2025-11-20,400.4184605209771
725,233,2025-12-20,565.1136241823657
726,234,2025-04-07,624.4498076021058
727,234,2025-05-07,513.2020922617558
728,234,2025-07-06,536.1442036947325
729,234,2025-08-05,533.8346666921591
730,235,2025-07-20,495.7176618688425
731,235,2025-09-18,505.8022734808395
732,235,2025-10-18,584.8430882205284
733,235,2025-11-17,275.31106660153944
734,235,2025-12-17,439.3299705234703
735,236,2025-05-04,521.1283692279472
736,236,2025-06-03,479.10458447759856
737,236,2025-07-03,711.0135582085622
